wkt_geom,UPJONG1_NM,UPJONG2_NM,UPJONG3_NM,STORE_NM,ADDRESS,PHONE,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
Point (192991.739149078639457 449840.36121858423575759),음식,유흥주점,빠/카페/스탠드빠,썬샤인,서울특별시 마포구 상수동 317-9 지상2층,,서울특별시 마포구 상수동 317-9 지상2층,126.920693,37.548053,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 63-1,서울특별시 마포구 상수동 317-9,4049
Point (193039.54557309520896524 450049.97748384502483532),음식,유흥주점,꼬치구이전문점,쇼부,서울특별시 마포구 서교동 408-8 1층,02-333-1459,서울특별시 마포구 서교동 408-8 1층,126.921232,37.549942,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 56,서울특별시 마포구 서교동 408-8,4049
Point (192751.97021303093060851 449913.81905650714179501),음식,제과제빵떡케익,제과점,악토버,서울특별시 마포구 서교동 399-24 1층,02-322-7882,서울특별시 마포구 서교동 399-24 1층,126.917979,37.548713,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 67,서울특별시 마포구 서교동 399-24,4047
Point (192626.60499217797769234 449946.55986890400527045),음식,한식,한식/백반/한정식,프롬나드,서울특별시 마포구 서교동 394-13 2층,,서울특별시 마포구 서교동 394-13 2층,126.91656,37.549007,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 13,서울특별시 마포구 서교동 394-13,4044
Point (192899.08873592276358977 450000.48468025523470715),음식,양식,정통양식/경양식,모모 타로우,서울특별시 마포구 서교동 404-29 1층,,서울특별시 마포구 서교동 404-29 1층,126.919643,37.549495,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 40,서울특별시 마포구 서교동 404-29,4048
Point (192880.81625064002582803 450023.25287532061338425),음식,유흥주점,빠/카페/스탠드빠,윌,서울특별시 마포구 서교동 398-1 창평빌딩 지하1층,,서울특별시 마포구 서교동 398-1 창평빌딩 지하1층,126.919436,37.5497,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 41,서울특별시 마포구 서교동 398-1,4047
Point (193029.80160099800559692 450021.79468106891727075),음식,유흥주점,빠/카페/스탠드빠,은하항공여행사,서울특별시 마포구 서교동 408-12 2층,,서울특별시 마포구 서교동 408-12 2층,126.921122,37.549688,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 52-1,서울특별시 마포구 서교동 408-12,4049
Point (192891.84913992031943053 450111.36797164409654215),음식,유흥주점,빠/카페/스탠드빠,숲의큐브릭,서울특별시 마포구 서교동 395-113 라임빌딩 지1층,,서울특별시 마포구 서교동 395-113 라임빌딩 지1층,126.91956,37.550494,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로3안길 24,서울특별시 마포구 서교동 395-113,4043
Point (193119.83864572268794291 450117.8353068606229499),음식,분식,라면김밥분식,웁스,서울특별시 마포구 서교동 407-26 2층,,서울특별시 마포구 서교동 407-26 2층,126.92214,37.550554,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 7,서울특별시 마포구 서교동 407-26,4049
Point (193171.80847925273701549 450023.34156962658744305),음식,유흥주점,빠/카페/스탠드빠,일막일장,서울특별시 마포구 상수동 90-2 1층,,서울특별시 마포구 상수동 90-2 1층,126.922729,37.549703,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로13길 7,서울특별시 마포구 상수동 90-2,4049
Point (192898.11777809739578515 449898.3764858054346405),음식,유흥주점,빠/카페/스탠드빠,티키,서울특별시 마포구 서교동 402-5 지층 1호,,서울특별시 마포구 서교동 402-5 지층 1호,126.919633,37.548575,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 6,서울특별시 마포구 서교동 402-5,4048
Point (192470.79618369115632959 450025.83412289974512532),음식,제과제빵떡케익,제과점,호밀호두,서울특별시 마포구 서교동 394-55 1층,,서울특별시 마포구 서교동 394-55 1층,126.914796,37.54972,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 54-1,서울특별시 마포구 서교동 394-55,4045
Point (193119.02505904706777073 450095.74935079185524955),음식,유흥주점,빠/카페/스탠드빠,블리스(Bliss),서울특별시 마포구 서교동 407-12 1층,02-335-3444,서울특별시 마포구 서교동 407-12 1층,126.922131,37.550355,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 14,서울특별시 마포구 서교동 407-12,4049
Point (192955.51153507555136457 450053.0449952928465791),음식,유흥주점,빠/카페/스탠드빠,호시탐탐,서울특별시 마포구 서교동 404-11 1층,02-322-3582,서울특별시 마포구 서교동 404-11 1층,126.920281,37.549969,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 37-3,서울특별시 마포구 서교동 404-11,4048
Point (192467.79394222304108553 449930.83104060217738152),음식,닭/오리요리,후라이드/양념치킨,케이엠씨치킨,서울특별시 마포구 합정동 414-20 1층,,서울특별시 마포구 합정동 414-20 1층,126.914763,37.548864,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 11,서울특별시 마포구 합정동 414-20,4046
Point (192463.24503167072543874 449981.77869706769706681),음식,분식,국수/만두/칼국수,본향바지락칼국수,서울특별시 마포구 합정동 414-13,02-338-0012,서울특별시 마포구 합정동 414-13,126.914711,37.549323,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 10,서울특별시 마포구 합정동 414-13,4046
Point (193052.21856064681196585 449988.03552835911978036),음식,양식,기타전문서양음식점,더스푼,서울 마포구 서교동 408-17번지,02-332-9966,서울 마포구 서교동 408-17번지,126.921376,37.549384,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-22,서울특별시 마포구 서교동 408-17,4049
Point (193054.80242549025570042 450119.11029382515698671),음식,다방/커피숍/카페,다방/커피숍/카페,띠아모,서울특별시 마포구 서교동 407-22,02-334-6698,서울특별시 마포구 서교동 407-22,126.921404,37.550565,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 62,서울특별시 마포구 서교동 407-22,4049
Point (193173.20555876381695271 449895.37118430441478267),음식,유흥주점,빠/카페/스탠드빠,그라,서울특별시 마포구 상수동 145-1 1층,,서울특별시 마포구 상수동 145-1 1층,126.922746,37.54855,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 45,서울특별시 마포구 상수동 145-1,4049
Point (193178.46232895730645396 450055.41165754693793133),음식,양식,돈가스전문점,돈까스참잘하는집,서울특별시 마포구 서교동 411-2,02-334-7100,서울특별시 마포구 서교동 411-2,126.922804,37.549992,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로13길 2,서울특별시 마포구 서교동 411-2,4049
Point (193084.20702430795063265 449987.45389731781324372),음식,유흥주점,빠/카페/스탠드빠,찬스(Chan's),서울특별시 마포구 서교동 409-10 1층,,서울특별시 마포구 서교동 409-10 1층,126.921738,37.549379,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 28,서울특별시 마포구 서교동 409-10,4049
Point (193017.86010907485615462 450112.70395153196295723),음식,음식배달서비스,국/찌개배달,죽촌,서울 마포구 서교동 405-2번지,02-3143-0084,서울 마포구 서교동 405-2번지,126.920986,37.550507,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 61,서울특별시 마포구 서교동 405-2,4048
Point (193148.09364507492864504 450091.06382456130813807),음식,유흥주점,빠/카페/스탠드빠,타,서울특별시 마포구 서교동 407-6 지하 1층,,서울특별시 마포구 서교동 407-6 지하 1층,126.92246,37.550313,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 10,서울특별시 마포구 서교동 407-6,4049
Point (193039.54557309520896524 450049.97748384502483532),음식,유흥주점,호프/맥주,엘리팝홍대점,서울특별시 마포구 서교동 408-8 2층,,서울특별시 마포구 서교동 408-8 2층,126.921232,37.549942,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 56,서울특별시 마포구 서교동 408-8,4049
Point (192930.58679632586427033 450046.73984717240091413),음식,음식배달서비스,음식출장조달,리치푸드(주),서울 마포구 서교동 404-5번지,02-326-3187,서울 마포구 서교동 404-5번지,126.919999,37.549912,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 48,서울특별시 마포구 서교동 404-5,4048
Point (193005.76566518703475595 450126.5876374282524921),음식,한식,한식/백반/한정식,쌍고동쌍나팔,서울특별시 마포구 서교동 405-3,02-323-3221,서울특별시 마포구 서교동 405-3,126.920849,37.550632,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 19,서울특별시 마포구 서교동 405-3,4048
Point (192985.65266750758746639 449853.35195690620457754),음식,중식,중국음식/중국집,마라향,서울특별시 마포구 상수동 317-10 지1층,02-338-3690,서울특별시 마포구 상수동 317-10 지1층,126.920624,37.54817,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 61-6,서울특별시 마포구 상수동 317-10,4049
Point (192729.9594316499424167 450107.6234860981348902),음식,다방/커피숍/카페,다방/커피숍/카페,용다방(카페김지용),서울특별시 마포구 서교동 395-180 서주빌딩 지1층,,서울특별시 마포구 서교동 395-180 서주빌딩 지1층,126.917728,37.550459,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 51,서울특별시 마포구 서교동 395-180,4044
Point (192950.08475112376618199 449905.99040135182440281),음식,유흥주점,빠/카페/스탠드빠,라피에스따,서울특별시 마포구 서교동 402-19 공명빌딩3층 302호,,서울특별시 마포구 서교동 402-19 공명빌딩3층 302호,126.920221,37.548644,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 37,서울특별시 마포구 서교동 402-19,4048
Point (192751.95664146315539256 450100.8339905520551838),음식,유흥주점,기타일반유흥주점,천국,서울 마포구 서교동 397-5번지,02-332-1990,서울 마포구 서교동 397-5번지,126.917977,37.550398,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 52,서울특별시 마포구 서교동 397-5,4047
Point (193096.37826253555249423 450065.57938046607887372),음식,유흥주점,호프/맥주,시즐팬,서울특별시 마포구 서교동 409-17 1층,02-324-2846,서울특별시 마포구 서교동 409-17 1층,126.921875,37.550083,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19,서울특별시 마포구 서교동 409-17,4049
Point (193035.73315816989634186 450034.88629985647276044),음식,유흥주점,기타일반유흥주점,꼬꼬순이홍대점,서울 마포구 서교동 408-9번지,02-323-2640,서울 마포구 서교동 408-9번지,126.921189,37.549806,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 54,서울특별시 마포구 서교동 408-9,4049
Point (193133.88394864645670168 450111.94131751218810678),음식,유흥주점,관광/유흥주점,딴또딴또,서울 마포구 서교동 407-27번지,02-336-6992,서울 마포구 서교동 407-27번지,126.922299,37.550501,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 5-1,서울특별시 마포구 서교동 407-27,4049
Point (193141.60406931777833961 450044.01023259508656338),음식,유흥주점,관광/유흥주점,스튜디오80,서울 마포구 서교동 410-4번지,02-338-1458,서울 마포구 서교동 410-4번지,126.922387,37.549889,인근좌표,1.14E+18,구주소,,서울특별시 마포구 서교동 410-4,NULL
Point (192855.00490501831518486 449910.95510323939379305),음식,유흥주점,호프/맥주,크랙,"서울특별시 마포구 서교동 401-6 지1층,지2층",,"서울특별시 마포구 서교동 401-6 지1층,지2층",126.919145,37.548688,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 20,서울특별시 마포구 서교동 401-6,4048
Point (192951.12456953222863376 450090.00775014638202265),음식,양식,정통양식/경양식,중독,서울특별시 마포구 서교동 405-9,02-323-6147,서울특별시 마포구 서교동 405-9,126.920231,37.550302,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 60,서울특별시 마포구 서교동 405-9,4048
Point (193029.80160099800559692 450021.79468106891727075),음식,유흥주점,호프/맥주,어론,서울특별시 마포구 서교동 408-12,02-3141-9330,서울특별시 마포구 서교동 408-12,126.921122,37.549688,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 52-1,서울특별시 마포구 서교동 408-12,4049
Point (192915.81639397874823771 449927.66222398460377008),음식,유흥주점,빠/카페/스탠드빠,포레스트,서울특별시 마포구 서교동 402-10 1층,,서울특별시 마포구 서교동 402-10 1층,126.919833,37.548839,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 12,서울특별시 마포구 서교동 402-10,4048
Point (193057.40748643164988607 450064.16901208547642455),음식,양식,정통양식/경양식,리얼,서울특별시 마포구 서교동 408-6 2층,,서울특별시 마포구 서교동 408-6 2층,126.921434,37.55007,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 25,서울특별시 마포구 서교동 408-6,4049
Point (192833.21892101020785049 450265.69182194268796593),음식,유흥주점,빠/카페/스탠드빠,아우라(AURA),"서울특별시 마포구 서교동 395-8 1층일부,2층일부",,"서울특별시 마포구 서교동 395-8 1층일부,2층일부",126.918895,37.551884,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 41,서울특별시 마포구 서교동 395-8,4043
Point (192855.00490501831518486 449910.95510323939379305),음식,양식,정통양식/경양식,메리제인,서울특별시 마포구 서교동 401-6 2층,02-383-7170,서울특별시 마포구 서교동 401-6 2층,126.919145,37.548688,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 20,서울특별시 마포구 서교동 401-6,4048
Point (192968.59360102328355424 449953.14464311936171725),음식,양식,정통양식/경양식,노사이드,서울특별시 마포구 서교동 403-9 1층,02-833-5650,서울특별시 마포구 서교동 403-9 1층,126.92043,37.549069,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 43,서울특별시 마포구 서교동 403-9,4048
Point (192845.50417006635689177 449960.90791077399626374),음식,양식,정통양식/경양식,홍 타코,서울특별시 마포구 서교동 400-3 1층,02-3141-6428,서울특별시 마포구 서교동 400-3 1층,126.919037,37.549138,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 27,서울특별시 마포구 서교동 400-3,4047
Point (192784.99161072997958399 450288.26416022167541087),음식,유흥주점,빠/카페/스탠드빠,몽블랑,서울특별시 마포구 서교동 373-6 1층,,서울특별시 마포구 서교동 373-6 1층,126.918349,37.552087,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로12길 23,서울특별시 마포구 서교동 373-6,4043
Point (192860.03087341846548952 450000.96210893330862746),음식,유흥주점,빠/카페/스탠드빠,트래블카페,서울특별시 마포구 서교동 398-11 2층,02-323-1280,서울특별시 마포구 서교동 398-11 2층,126.919201,37.549499,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 26,서울특별시 마포구 서교동 398-11,4047
Point (193096.37826253555249423 450065.57938046607887372),음식,유흥주점,호프/맥주,필라인,서울특별시 마포구 서교동 409-17,02-324-2837,서울특별시 마포구 서교동 409-17,126.921875,37.550083,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19,서울특별시 마포구 서교동 409-17,4049
Point (192847.53889760014135391 449860.90591213898733258),음식,양식,정통양식/경양식,홍쉐프,서울특별시 마포구 합정동 410-18,02-332-4857,서울특별시 마포구 합정동 410-18,126.919061,37.548237,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 90,서울특별시 마포구 합정동 410-18,4048
Point (193090.04839895249460824 449998.43685575306881219),음식,유흥주점,빠/카페/스탠드빠,드고릴라,"서울특별시 마포구 서교동 409-9 1층, 2층",,"서울특별시 마포구 서교동 409-9 1층, 2층",126.921804,37.549478,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 24,서울특별시 마포구 서교동 409-9,4049
Point (192709.48666714917635545 450240.38321213336894289),음식,유흥주점,빠/카페/스탠드빠,소마,서울특별시 마포구 서교동 395-152 지하1층,,서울특별시 마포구 서교동 395-152 지하1층,126.917495,37.551655,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로12길 6,서울특별시 마포구 서교동 395-152,4043
Point (192993.85335427330574021 449832.47928401385433972),음식,유흥주점,빠/카페/스탠드빠,시연,서울특별시 마포구 상수동 317-8 1층,02-3142-4720,서울특별시 마포구 상수동 317-8 1층,126.920717,37.547982,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 65,서울특별시 마포구 상수동 317-8,4049
Point (192963.80935402127215639 449834.16949495312292129),음식,패스트푸드,도너츠전문,던킨도너츠홍대상수점,서울특별시 마포구 상수동 318-5 1~2층,,서울특별시 마포구 상수동 318-5 1~2층,126.920377,37.547997,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 61,서울특별시 마포구 상수동 318-5,4049
Point (192547.44291405315743759 449963.72266936767846346),음식,유흥주점,빠/카페/스탠드빠,버닝하트,서울특별시 마포구 서교동 394-19 2층,,서울특별시 마포구 서교동 394-19 2층,126.915664,37.549161,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 27,서울특별시 마포구 서교동 394-19,4044
Point (192764.86784083489328623 450112.03253394371131435),음식,다방/커피숍/카페,다방/커피숍/카페,노피디네 콩볶는집,서울특별시 마포구 서교동 395-135 1층,,서울특별시 마포구 서교동 395-135 1층,126.918123,37.550499,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로3길 31,서울특별시 마포구 서교동 395-135,4043
Point (192968.59360102328355424 449953.14464311936171725),음식,일식/수산물,음식점-일식,세컨드플로어,서울특별시 마포구 서교동 403-9,02-333-2226,서울특별시 마포구 서교동 403-9,126.92043,37.549069,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 43,서울특별시 마포구 서교동 403-9,4048
Point (193103.75754132494330406 450119.62445036496501416),음식,양식,정통양식/경양식,하루,서울특별시 마포구 서교동 407-25,02-334-5842,서울특별시 마포구 서교동 407-25,126.921958,37.55057,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 9,서울특별시 마포구 서교동 407-25,4049
Point (192975.72188177081989124 450127.27891539066331461),음식,양식,정통양식/경양식,한,서울특별시 마포구 서교동 405-5,,서울특별시 마포구 서교동 405-5,126.920509,37.550638,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 21-1,서울특별시 마포구 서교동 405-5,4048
Point (192893.24898492044303566 449888.39172378368675709),음식,유흥주점,빠/카페/스탠드빠,브라운센트,서울특별시 마포구 서교동 402-2 1층,02-3141-9971,서울특별시 마포구 서교동 402-2 1층,126.919578,37.548485,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 4,서울특별시 마포구 서교동 402-2,4048
Point (193048.81840956467203796 449831.98916201433166862),음식,유흥주점,빠/카페/스탠드빠,미스터 홈리스,서울특별시 마포구 상수동 315-8 1층,02-6409-0504,서울특별시 마포구 상수동 315-8 1층,126.921339,37.547978,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 71,서울특별시 마포구 상수동 315-8,4049
Point (192610.93973398910020478 449919.38170837517827749),음식,유흥주점,기타일반유흥주점,럭키스트라이크,서울 마포구 합정동 413-15번지,02-324-6213,서울 마포구 합정동 413-15번지,126.916383,37.548762,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 7,서울특별시 마포구 합정동 413-15,4046
Point (192845.50417006635689177 449960.90791077399626374),음식,유흥주점,빠/카페/스탠드빠,알제이팟,서울특별시 마포구 서교동 400-3 1층,,서울특별시 마포구 서교동 400-3 1층,126.919037,37.549138,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 27,서울특별시 마포구 서교동 400-3,4047
Point (193057.40748643164988607 450064.16901208547642455),음식,유흥주점,빠/카페/스탠드빠,비2,서울특별시 마포구 서교동 408-6 지하 1층,,서울특별시 마포구 서교동 408-6 지하 1층,126.921434,37.55007,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 25,서울특별시 마포구 서교동 408-6,4049
Point (193181.1388315258664079 450086.48612321942346171),음식,유흥주점,빠/카페/스탠드빠,클럽에반스,서울특별시 마포구 서교동 407-3,02-337-8361,서울특별시 마포구 서교동 407-3,126.922834,37.550272,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 63,서울특별시 마포구 서교동 407-3,4049
Point (193182.87442160581122153 449832.43302219646284357),음식,분식,라면김밥분식,세븐일레븐(S상수역점),서울특별시 마포구 상수동 309-10 상수역 내 지2층,,서울특별시 마포구 상수동 309-10 상수역 내 지2층,126.922856,37.547983,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 지하 85,서울특별시 마포구 상수동 309-10,4049
Point (193024.12338342019938864 449994.71835654345341027),음식,분식,라면김밥분식,탐,서울특별시 마포구 서교동 408-14,02-3142-8972,서울특별시 마포구 서교동 408-14,126.921058,37.549444,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 50,서울특별시 마포구 서교동 408-14,4049
Point (192942.29384071650565602 449888.90485500823706388),음식,일식/수산물,음식점-일식,천상,서울특별시 마포구 서교동 402-22 우측1층,02-323-8679,서울특별시 마포구 서교동 402-22 우측1층,126.920133,37.54849,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 35,서울특별시 마포구 서교동 402-22,4048
Point (193004.30293216364225373 450068.54209699778584763),음식,유흥주점,호프/맥주,모리,서울특별시 마포구 서교동 403-1 3층,02-325-6150,서울특별시 마포구 서교동 403-1 3층,126.920833,37.550109,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 55-1,서울특별시 마포구 서교동 403-1,4048
Point (192951.12456953222863376 450090.00775014638202265),음식,유흥주점,빠/카페/스탠드빠,카페클락와이즈,서울특별시 마포구 서교동 405-9 2층,02-336-2223,서울특별시 마포구 서교동 405-9 2층,126.920231,37.550302,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 60,서울특별시 마포구 서교동 405-9,4048
Point (193183.9082682768930681 450015.45148012181743979),음식,한식,한식/백반/한정식,다락,서울특별시 마포구 상수동 86-55 2층,,서울특별시 마포구 상수동 86-55 2층,126.922866,37.549632,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 57,서울특별시 마포구 상수동 86-55,4049
Point (192610.93973398910020478 449919.38170837517827749),음식,유흥주점,빠/카페/스탠드빠,설탕가루,서울특별시 마포구 합정동 413-15,02-6326-2181,서울특별시 마포구 합정동 413-15,126.916383,37.548762,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 7,서울특별시 마포구 합정동 413-15,4046
Point (192796.84287822025362402 450300.35158148518530652),음식,유흥주점,빠/카페/스탠드빠,란두치,서울특별시 마포구 서교동 373-3 1층,,서울특별시 마포구 서교동 373-3 1층,126.918483,37.552196,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 47,서울특별시 마포구 서교동 373-3,4043
Point (193021.86478925056871958 449830.67990065331105143),음식,분식,우동전문점,옛날짜장즉석우동,서울특별시 마포구 상수동 317-6 1층,02-305-4010,서울특별시 마포구 상수동 317-6 1층,126.921034,37.547966,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 67,서울특별시 마포구 상수동 317-6,4049
Point (192794.73850032879272476 450217.3342884608427994),음식,유흥주점,빠/카페/스탠드빠,북 플러스,서울특별시 마포구 서교동 395-204 1층 101호,02-3143-0905,서울특별시 마포구 서교동 395-204 1층 101호,126.91846,37.551448,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로12길 16-12,서울특별시 마포구 서교동 395-204,4043
Point (192922.31902228374383412 449884.70430168631719425),음식,유흥주점,빠/카페/스탠드빠,투핸즈,서울특별시 마포구 서교동 402-24 2층,,서울특별시 마포구 서교동 402-24 2층,126.919907,37.548452,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 103,서울특별시 마포구 서교동 402-24,4048
Point (192801.09031404924462549 449899.34789931675186381),음식,유흥주점,호프/맥주,사이드앤촘스키,서울특별시 마포구 서교동 400-12,02-325-1553,서울특별시 마포구 서교동 400-12,126.918535,37.548583,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 77,서울특별시 마포구 서교동 400-12,4047
Point (193017.86010907485615462 450112.70395153196295723),음식,양식,정통양식/경양식,쿠바,서울특별시 마포구 서교동 405-2 1층,02-322-3918,서울특별시 마포구 서교동 405-2 1층,126.920986,37.550507,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 61,서울특별시 마포구 서교동 405-2,4048
Point (192454.63883074934710748 449943.71759548917179927),음식,유흥주점,호프/맥주,렉시,서울특별시 마포구 합정동 414-19 지하1층,,서울특별시 마포구 합정동 414-19 지하1층,126.914614,37.54898,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 9,서울특별시 마포구 합정동 414-19,4046
Point (193021.6165563280810602 449850.7689458069507964),음식,양식,정통양식/경양식,언엘리,서울특별시 마포구 상수동 316-10 1층,,서울특별시 마포구 상수동 316-10 1층,126.921031,37.548147,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 67-6,서울특별시 마포구 상수동 316-10,4049
Point (192934.3901367403450422 450154.839015687990468),음식,유흥주점,호프/맥주,엘라임,서울특별시 마포구 서교동 395-91 우신빌딩지하1층,,서울특별시 마포구 서교동 395-91 우신빌딩지하1층,126.920041,37.550886,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 25,서울특별시 마포구 서교동 395-91,4043
Point (192956.73257548920810223 450034.06499757670098916),음식,유흥주점,빠/카페/스탠드빠,제이스레서피,"서울특별시 마포구 서교동 404-13 지1, 1, 2층",02-326-0205,"서울특별시 마포구 서교동 404-13 지1, 1, 2층",126.920295,37.549798,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 33,서울특별시 마포구 서교동 404-13,4048
Point (193012.03132973387255333 449906.60399394645355642),음식,유흥주점,호프/맥주,이바디,서울특별시 마포구 서교동 411-12 2층,,서울특별시 마포구 서교동 411-12 2층,126.920922,37.54865,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 49,서울특별시 마포구 서교동 411-12,4049
Point (193084.20702430795063265 449987.45389731781324372),음식,일식/수산물,음식점-일식,쿠시무라,서울특별시 마포구 서교동 409-10 지하1층,,서울특별시 마포구 서교동 409-10 지하1층,126.921738,37.549379,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 28,서울특별시 마포구 서교동 409-10,4049
Point (192904.29255281877703965 449885.49659472145140171),음식,양식,정통양식/경양식,럭키스트라이크,서울특별시 마포구 서교동 402-3 1층 2호,02-336-6213,서울특별시 마포구 서교동 402-3 1층 2호,126.919703,37.548459,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 99,서울특별시 마포구 서교동 402-3,4048
Point (193166.29184832714963704 449977.28605641273315996),음식,닭/오리요리,후라이드/양념치킨,갸하하,서울특별시 마포구 상수동 91-3 1층 우측,02-3142-4877,서울특별시 마포구 상수동 91-3 1층 우측,126.922667,37.549288,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 51-6,서울특별시 마포구 상수동 91-3,4049
Point (193161.41399388443096541 450063.19483962538652122),음식,유흥주점,호프/맥주,밤과음악사이,서울특별시 마포구 서교동 410-1 지하1층,02-332-7048,서울특별시 마포구 서교동 410-1 지하1층,126.922611,37.550062,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 5,서울특별시 마포구 서교동 410-1,4049
Point (193035.73315816989634186 450034.88629985647276044),음식,유흥주점,호프/맥주,꼬꼬순이홍대점,서울특별시 마포구 서교동 408-9 2층,02-323-2640,서울특별시 마포구 서교동 408-9 2층,126.921189,37.549806,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 54,서울특별시 마포구 서교동 408-9,4049
Point (192992.6873506554402411 450126.37668267748085782),음식,한식,한식/백반/한정식,무릉도원,서울특별시 마포구 서교동 405-18 2층,,서울특별시 마포구 서교동 405-18 2층,126.920701,37.55063,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 21,서울특별시 마포구 서교동 405-18,4048
